dataset,hop,mode,label_source,question,gold_answer_count,output_answer_count,final_answer_em,final_answer_f1,gold_any_in_context,gold_all_in_context,gold_any_in_graph,gold_all_in_graph,gold_any_in_retrieval,gold_all_in_retrieval,evidence_count,evidence_support_ratio,unsupported_evidence_count,has_unsupported_evidence,failure_mode
GraphRAG Gold,1,graphrag,gold,what words describe [My Dinner with Andre],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person wrote [The Past],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what does [Johnny Arthur] act in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies was [Mildred Coles] an actor in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who directed [The Girl],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the movie [Being Human] starred who,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who acted in [A Most Violent Year],4,4,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,"who is the director of [Farewell, Home Sweet Home]",1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who wrote the movie [How to Marry a Millionaire],3,3,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which film did [Bruce Graham] write,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,"[Bus Stop], when was it released",1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre for the movie [Serpico],3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person directed [Fandry],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is a film written by [Randal Kleiser],2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies can be described by [casino],4,4,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was the movie [I Can't Sleep] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who wrote [Sugar Town],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release year of [Frogs],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,can you describe movie [A Bug's Life] in a few words,14,14,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was the film [Funny People] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the writer of [Klimt],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who was [Exotica] written by,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,can you describe movie [Shoeshine] in a few words,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which movies can be described by [leos carax],2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the movie [Adventureland] starred who,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what sort of film is [Silence],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was the movie [Dream Demon] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what words describe [Neighbors],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre for the film [Dead Fury],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [Made for Each Other] starred which actors,3,3,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films does [Stephanie Zimbalist] appear in,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who acted in the movie [Dumb and Dumber To],3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who stars in [Bordertown],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [The Clairvoyant] was directed by who,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the main language in [Romeo Must Die],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies was [Pascale Bailly] the writer of,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre of the film [Snow Angels],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is a movie written by [Esther Forbes],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the genre of the movie [The Brave One],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which films are about [karaoke],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which movie was [Étienne Chatiliez] the director for,4,4,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which film did [Sarah Thorp] write the story for,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who's the writer of [Blood River],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director of [Fugitive Pieces],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what kind of film is [The Children],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who's the director of [The Witch Who Came from the Sea],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the genre of [Blutzbrüdaz],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films does [Phoebe Cates] appear in,7,7,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who was the director of [Elstree Calling],3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what type of film is [American Gangster],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who's the writer of [The Ambushers],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,describe [City for Conquest],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what type of movie is [Roommates],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which movies are about [commandos],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which screenwriter wrote the script for [The Big Easy],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release date of the film [Glen or Glenda],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who's the director of [Rio Sex Comedy],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[Peter O'Fallon] directed which films,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what does [Elizabeth Hurley] star in,3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the primary language in the film [Bastards],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what film did [Marcus Sanders] write,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the genre of the movie [I-See-You.Com],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,describe the movie [Appaloosa] in a few words,4,4,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release year of the movie [Bye-Bye],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre of the film [The Americanization of Emily],3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the director of [Tere Bin Laden] was,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre for [The Sheik],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who starred in [The Lifeguard],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films was [Giancarlo Tallarico] a writer on,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what sort of film is [Death and the Maiden],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who was [Swept Away] written by,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who wrote [The Hot Chick],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was the film [The Other Woman] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the writer of the film [Final Destination],3,3,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,"the movie [Zombie Honeymoon], when was it released",1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which movie did [Kenneth Earl] write,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the movie [The Independent] starred who,3,3,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the director of [Walk of Shame] was,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what words describe [A Wedding],2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who acted in [Severe Clear],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [Wagon Master] starred which actors,4,4,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was the movie [The Carpetbaggers] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the language spoken in the film [Whores' Glory],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the language spoken in [Romantics Anonymous],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what does [Kathleen Wilhoite] star in,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who directed [Thank You a Lot],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,can you describe movie [Mr. Baseball] in a few words,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what year was the movie [The Cardinal] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which topics is [Lady Killer] about,2,2,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which topics is [Hood of Horror] about,3,3,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was [Avalon] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was [Silver Streak] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what year was the movie [Retroactive] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [Repo! The Genetic Opera] was directed by who,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,can you describe movie [Terminal Velocity] in a few words,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is listed as director for [10 Items or Less],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies did [James Wong] write,3,3,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what year was the movie [The Reincarnation of Peter Proud] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who was the director of [The Visitors],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who stars in [The Beat That My Heart Skipped],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,can you name a film directed by [Dick Lowry],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who stars in [The Paper],4,4,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who's the director of [The Illusionist],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which films did [Josef Rusnak] direct,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies was [Richard Basehart] an actor in,8,8,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the movie [The Hard Corps] starred who,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who was [The Diary of Anne Frank] directed by,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who directed the film [Naked Childhood],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director that directed [Flowers in the Attic],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the author of [Compliance],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who was [Amateur] directed by,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the author of [The Players],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,can you give a few words describing [Speed Racer],2,2,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what film genre is [Lone Wolf McQuade],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is a movie written by [Norman Bogner],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was [Norman Panama] the director of,4,4,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what genre does [Magic] fall under,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who directed the film [Critical Condition],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person wrote [The Young Savages],2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,"who wrote [East Side, West Side]",2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who's the director of [Brown Sugar],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films was [Brian Carbee] a writer on,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the main language in [Female Vampire],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the movie [Teen Wolf] starred who,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which movies was [Derek Ford] a writer on,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person wrote the movie [Alexander the Great],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which films did [Larysa Kondracki] direct,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[Markku Pölönen] was the director on which movies,4,4,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies did [Paul Webb] write,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is a film written by [Jacob Gentry],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what film genre is [Think Like a Man],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [Pageant] was written by who,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is a movie written by [István Imre],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [Godzilla] was directed by who,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which movies was [Emmanuel Bourdieu] a writer on,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who was [Lianna] directed by,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [Summer Rental] was directed by who,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who acted in the movie [Selma],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre for [Parental Guidance],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[Phil Alden Robinson] was the director on which movies,4,4,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director for [Phantoms],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who starred in [The General],2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what film did [Evan Oppenheimer] write,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[I. Robert Levy] was the director of which films,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who acted in [Don't Tell Mom the Babysitter's Dead],3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director that directed [Dan in Real Life],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release date of the film [Klimt],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who wrote the movie [Big Girls Don't Cry],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person directed [The Mist],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[Tamara Jenkins] was the director on which movies,2,2,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who are the actors in [The Devil's Double],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,can you describe movie [Unconquered] in a few words,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films did [Vincent Campanella] write,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films did [Gregory Ratoff] direct,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what words describe film [Asylum],2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which screenwriter wrote the script for [Postman Blues],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what does [Adam Wingard] act in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films was [Aleksey Popogrebskiy] a writer on,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who are the actors in [Time After Time],3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director of [Road to Bali],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,"[Knowing], when was it released",1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies was [Robert A. Granger] the writer of,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what year was the film [The Last Song] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films did [Joseph Mazzello] star in,4,4,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what kind of film is [Sidewalks of New York],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who starred in [Caged Heat],4,4,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who stars in [The Good Doctor],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director for [Hanging Up],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was [Six Ways to Sunday] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the language spoken in the movie [1941],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what genre of film is [In My Sleep],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the author of [Freaky Friday],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre of the film [Cheaper by the Dozen],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the genre of [The Man in the Iron Mask],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who was the writer of [Marlowe],2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what does [Paul Rust] act in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director that directed [The Happiest Days of Your Life],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which movie did [James Gray] write,6,6,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person directed [Time Changer],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who directed the movie [Calvary],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the creator of the film script for [Grayeagle],3,3,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which film did [Ivan Cotroneo] write,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the writer of the film [The Gamma People],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which movie did [Ken Ghosh] write,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who acted in [A Tale of Winter],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies did [Billie Piper] star in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
