model,model_label,params,training,example_index,hop,question,load_status,context_available,failure_mode,gold_any_in_context,gold_all_in_context,evidence_support_ratio,answer_set_error,em,f1,precision,recall,missing_count,extra_count,gold_answer_count,pred_answer_count
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,780,2,the movies starred by [Julian McMahon] were directed by who,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,781,2,who starred together with [Miles Davis],valid_json,True,"correct answer, unsupported evidence",True,True,0.3333333333333333,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,782,2,the movies starred by [John Sutton] were directed by who,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,4,4
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,783,2,what genres do the movies written by [Raoul Walsh] fall under,valid_json,True,retrieval miss,False,False,0.3076923076923077,partial: overgeneration,0.0,0.3636363636363636,0.2222222222222222,1.0,0,7,2,11
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,784,2,what are the genres of the movies directed by [Avi Nesher],valid_json,True,"correct answer, unsupported evidence",True,True,0.25,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,785,2,who co-starred with [Monet Mazur],valid_json,True,"correct answer, unsupported evidence",True,True,0.8,correct,1.0,1.0,1.0,1.0,0,0,3,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,786,2,who wrote movies together with [Philippe Le Guay],valid_json,True,partial overlap: overgeneration,True,True,1.0,partial: overgeneration,0.0,0.6666666666666666,0.5,1.0,0,1,1,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,787,2,what types are the films directed by [David Foenkinos],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,788,2,who is listed as director of [Richard Wattis] starred movies,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,789,2,what are the main languages in [Waldo Salt] written movies,valid_json,True,partial overlap: overgeneration,True,True,1.0,partial: overgeneration,0.0,0.5,0.3333333333333333,1.0,0,2,1,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,790,2,who are the writers of the films starred by [Paulette Dubost],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,791,2,which movies share the same director of [The Blue Room],valid_json,True,retrieval miss,False,False,0.75,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,792,2,what were the release years of the movies written by [Arthur J. Beckhard],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,793,2,what were the release dates of [Kyle McCulloch] acted films,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,794,2,what genres do the movies written by [Ariel Dorfman] fall under,valid_json,True,"correct answer, unsupported evidence",True,True,0.5,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,795,2,what were the release dates of [Tôru Nakamura] acted films,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,796,2,which person directed the movies written by [Naomi Wallace],valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,797,2,the films directed by [Davis Guggenheim] starred which actors,valid_json,True,hallucination / grounding failure,True,True,0.2,partial: incomplete answer set,0.0,0.8,1.0,0.6666666666666666,2,0,6,4
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,798,2,the director [Gérard Pirès] co-directed films with who,valid_json,True,hallucination / grounding failure,True,True,0.6666666666666666,partial: overgeneration,0.0,0.5,0.3333333333333333,1.0,0,2,1,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,799,2,the actor [Jeremy Sisto] acted together with who,valid_json,True,hallucination / grounding failure,True,False,0.8,partial: missing + extra,0.0,0.56,0.6363636363636364,0.5,7,4,14,11
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,800,2,what were the release dates of [Marcos Carnevale] written films,valid_json,True,"correct answer, unsupported evidence",True,True,0.5,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,801,2,who are the actors in the movies written by [Ellen Glasgow],valid_json,True,hallucination / grounding failure,True,True,0.75,partial: incomplete answer set,0.0,0.6666666666666666,1.0,0.5,1,0,2,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,802,2,who are the directors of the movies acted by [Meisa Kuroki],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,803,2,when were the movies written by [Andrew Bujalski] released,valid_json,True,partial overlap: incomplete answer set,True,True,1.0,partial: incomplete answer set,0.0,0.8,1.0,0.6666666666666666,1,0,3,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,804,2,when did the movies acted by [Jeremy Piven] release,valid_json,True,"correct answer, unsupported evidence",True,True,0.3333333333333333,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,805,2,the films acted by [Sridevi] were written by who,valid_json,True,"correct answer, unsupported evidence",True,True,0.75,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,806,2,what genres do the films written by [Stacy Keach] fall under,valid_json,True,retrieval miss,False,False,0.0,partial: overgeneration,0.0,0.15384615384615385,0.08333333333333333,1.0,0,11,1,23
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,807,2,what genres are the movies acted by [Heathcote Williams] in,valid_json,True,"correct answer, unsupported evidence",True,True,0.3333333333333333,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,808,2,the director of [Snow Cake] also directed which movies,valid_json,True,retrieval miss,False,False,1.0,exact miss,0.0,0.0,0.0,0.0,4,35,4,39
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,809,2,when did the films starred by [Cesar Romero] release,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,4,4
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,810,2,which movies have the same director of [Bright Leaves],valid_json,True,retrieval miss,False,False,0.25,exact miss,0.0,0.0,0.0,0.0,1,9,1,9
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,811,2,what are the genres of the films starred by [Ignacio López Tarso],valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,812,2,what are the films that have the same actor of [The Girl],valid_json,True,retrieval miss,False,False,0.0,exact miss,0.0,0.0,0.0,0.0,13,3,13,47
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,813,2,who are the actors of the director [Shane Abbess],valid_json,True,hallucination / grounding failure,True,True,0.2,exact miss,0.0,0.0,0.0,0.0,3,1,3,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,814,2,the movies directed by [Anthony Perkins] were released in which years,valid_json,True,retrieval miss,False,False,0.6,exact miss,0.0,0.0,0.0,0.0,1,2,1,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,815,2,what were the release dates of [Oliver Stone] written movies,valid_json,True,partial overlap: incomplete answer set + extra answers,True,False,1.0,partial: missing + extra,0.0,0.18749999999999997,0.2727272727272727,0.14285714285714285,18,8,21,18
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,816,2,who starred movies for the director [Efram Potelle],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,817,2,which films share the same actor of [Blonde and Blonder],valid_json,True,partial overlap: incomplete answer set + extra answers,True,True,1.0,partial: missing + extra,0.0,0.358974358974359,0.2413793103448276,0.7,3,22,10,29
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,818,2,who wrote the movies acted by [Jack Weston],valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,819,2,the actor of [Reasonable Doubt] also starred in which films,valid_json,True,retrieval miss,False,False,1.0,exact miss,0.0,0.0,0.0,0.0,42,21,42,35
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,820,2,who wrote movies together with [Tennessee Williams],valid_json,True,partial overlap: incomplete answer set + extra answers,True,False,1.0,partial: missing + extra,0.0,0.1,0.14285714285714285,0.07692307692307693,12,6,13,7
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,821,2,the actor of [The Rules of Attraction] also starred in which movies,valid_json,True,reasoning / path selection failure,True,False,1.0,exact miss,0.0,0.0,0.0,0.0,22,2,22,14
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,822,2,what were the release years the films written by [David Cramer],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,823,2,which films have the same director of [You Ain't Seen Nothin' Yet],valid_json,True,partial overlap: incomplete answer set + extra answers,True,False,1.0,partial: missing + extra,0.0,0.42857142857142855,0.375,0.5,6,10,12,26
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,824,2,which person directed the movies written by [Edmund Trzcinski],valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,825,2,what were the release years of the movies written by [Amy Revelle],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,826,2,the films written by [Carol Ryrie Brink] were in which genres,valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,827,2,who are the directors of the films written by [Greg Iles],valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,828,2,who directed the movies acted by [Tom Arnold],valid_json,True,partial overlap: incomplete answer set,True,False,1.0,partial: incomplete answer set,0.0,0.3636363636363636,1.0,0.2222222222222222,7,0,9,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,829,2,what are the genres of the films written by [Dag Johan Haugerud],valid_json,True,answer hallucination / grounding failure,True,True,,exact miss,0.0,0.0,0.0,0.0,1,2,1,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,830,2,which movies have the same director of [Homegrown],valid_json,True,retrieval miss,False,False,1.0,exact miss,0.0,0.0,0.0,0.0,5,1,5,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,831,2,which movies share the same actor of [The Lone Ranger],valid_json,True,reasoning / path selection failure,True,False,1.0,exact miss,0.0,0.0,0.0,0.0,49,3,49,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,832,2,the scriptwriter of [Shutter Island] also wrote which films,valid_json,True,retrieval miss,False,False,0.5,exact miss,0.0,0.0,0.0,0.0,3,1,3,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,833,2,what are the films that have the same screenwriter of [Hud],valid_json,True,hallucination / grounding failure,True,False,0.5,partial: missing + extra,0.0,0.10526315789473685,0.1,0.1111111111111111,8,9,9,29
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,834,2,who acted in the movies written by [Peter Cook],valid_json,True,partial overlap: incomplete answer set + extra answers,True,False,1.0,partial: missing + extra,0.0,0.25,0.6666666666666666,0.15384615384615385,11,1,13,6
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,835,2,what genres are the movies directed by [Neal Israel] in,valid_json,True,hallucination / grounding failure,True,True,0.8,partial: overgeneration,0.0,0.4,0.25,1.0,0,6,2,8
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,836,2,who are the directors of the movies written by [Harry Hill],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,837,2,what were the release dates of [Reinout Oerlemans] directed films,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,838,2,who directed the films written by [Clara Bingham],valid_json,True,wrong relation or intermediate entity,True,True,,exact miss,0.0,0.0,0.0,0.0,1,2,1,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,839,2,who are co-stars of [Nicoletta Braschi],valid_json,True,hallucination / grounding failure,True,True,0.3333333333333333,exact miss,0.0,0.0,0.0,0.0,2,1,2,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,840,2,the actor of [Merry Madagascar] also starred in which films,valid_json,True,hallucination / grounding failure,True,False,0.8,partial: incomplete answer set,0.0,0.046511627906976744,1.0,0.023809523809523808,41,0,42,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,841,2,what genres do the movies directed by [Jonas Alexander Arnby] fall under,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,3,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,842,2,the movies starred by [John Allen Nelson] were directed by who,valid_json,True,hallucination / grounding failure,True,True,0.75,partial: overgeneration,0.0,0.6666666666666666,0.5,1.0,0,1,1,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,843,2,the director of [Father Hood] is also the director of which movies,valid_json,True,reasoning / path selection failure,True,False,1.0,exact miss,0.0,0.0,0.0,0.0,3,1,3,53
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,844,2,which person directed the movies written by [Michael Bacall],valid_json,True,partial overlap: incomplete answer set + extra answers,True,False,1.0,partial: missing + extra,0.0,0.25,0.5,0.16666666666666666,5,1,6,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,845,2,who are co-stars of [John Allen Nelson],valid_json,True,hallucination / grounding failure,True,True,0.8571428571428571,exact miss,0.0,0.0,0.0,0.0,2,2,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,846,2,who directed the movies written by [Alice Arlen],valid_json,True,"correct answer, unsupported evidence",True,True,0.6,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,847,2,what were the release years of the movies written by [Frank Frazetta],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,848,2,the director [Griffin Dunne] co-directed movies with who,valid_json,True,retrieval miss,False,False,0.8333333333333334,exact miss,0.0,0.0,0.0,0.0,12,6,12,6
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,849,2,when did the movies written by [Robert Towne] release,valid_json,True,hallucination / grounding failure,True,False,0.5,partial: incomplete answer set,0.0,0.3076923076923077,1.0,0.18181818181818182,9,0,11,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,850,2,who directed the movies acted by [Cotter Smith],valid_json,True,"correct answer, unsupported evidence",True,True,0.5,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,851,2,the actor in [Bus Stop] also appears in which films,valid_json,True,partial overlap: incomplete answer set + extra answers,True,False,1.0,partial: missing + extra,0.0,0.42424242424242425,0.7777777777777778,0.2916666666666667,17,2,24,24
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,852,2,which movies share the same actor of [The Tale of Despereaux],valid_json,True,reasoning / path selection failure,True,False,1.0,exact miss,0.0,0.0,0.0,0.0,30,1,30,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,853,2,who starred movies for the director [Carlos Brooks],valid_json,True,hallucination / grounding failure,True,True,0.6666666666666666,partial: incomplete answer set,0.0,0.4,1.0,0.25,3,0,4,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,854,2,which movies share the screenwriter with [Mad Love],valid_json,True,retrieval miss,False,False,0.6666666666666666,exact miss,0.0,0.0,0.0,0.0,3,4,3,24
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,855,2,what are the languages spoken in the films starred by [Tim Roth],valid_json,True,hallucination / grounding failure,True,False,0.6666666666666666,partial: incomplete answer set,0.0,0.6666666666666666,1.0,0.5,2,0,4,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,856,2,who directed the movies acted by [Manoj Joshi],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,857,2,when did the films written by [Jacques Mayol] release,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,858,2,who acted in the movies written by [James Ward Byrkit],valid_json,True,partial overlap: overgeneration,True,True,,partial: overgeneration,0.0,0.4,0.25,1.0,0,3,1,4
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,859,2,what are the genres of the movies acted by [Donald O'Connor],valid_json,True,"correct answer, unsupported evidence",True,True,0.3333333333333333,correct,1.0,1.0,1.0,1.0,0,0,3,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,860,2,who acted in the movies written by [Andrea Gyertson Nasfell],valid_json,True,"correct answer, unsupported evidence",True,True,0.2,correct,1.0,1.0,1.0,1.0,0,0,4,4
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,861,2,who acted in the movies written by [Christopher McQuarrie],valid_json,True,hallucination / grounding failure,True,False,0.2,exact miss,0.0,0.0,0.0,0.0,12,1,12,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,862,2,which films share the same director of [G.B.F.],valid_json,True,hallucination / grounding failure,True,True,0.9411764705882353,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,863,2,who co-starred with [Charles Gordone],valid_json,True,"correct answer, unsupported evidence",True,True,0.25,correct,1.0,1.0,1.0,1.0,0,0,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,864,2,the director of [Deterrence] is also the director of which films,valid_json,True,retrieval miss,False,False,0.6666666666666666,exact miss,0.0,0.0,0.0,0.0,4,22,4,22
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,865,2,the director of [Will Success Spoil Rock Hunter?] is also the director of which movies,valid_json,True,retrieval miss,False,False,1.0,exact miss,0.0,0.0,0.0,0.0,6,1,6,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,866,2,who co-wrote films with [P.G. Wodehouse],valid_json,True,hallucination / grounding failure,True,True,0.8,exact miss,0.0,0.0,0.0,0.0,3,2,3,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,867,2,which screenwriters co-wrote films with [Tom Eyen],valid_json,True,"correct answer, unsupported evidence",True,True,0.6666666666666666,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,868,2,what were the release dates of [Phil Lord] directed films,valid_json,True,hallucination / grounding failure,True,False,0.5,partial: missing + extra,0.0,0.4,0.5,0.3333333333333333,2,1,3,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,869,2,what types are the films written by [Peter Gent],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,870,2,the screenwriter of [Das Boot] also wrote which movies,valid_json,True,hallucination / grounding failure,True,False,0.6666666666666666,exact miss,0.0,0.0,0.0,0.0,2,1,2,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,871,2,what are the movies that are directed by the same director of [Timeline],valid_json,True,retrieval miss,False,False,0.75,exact miss,0.0,0.0,0.0,0.0,18,2,18,22
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,872,2,what are the genres of the movies acted by [Anne Brochet],valid_json,True,partial overlap: incomplete answer set + extra answers,True,True,1.0,partial: missing + extra,0.0,0.3333333333333333,0.2222222222222222,0.6666666666666666,1,7,3,9
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,873,2,which films have the same actor of [The Scout],valid_json,True,hallucination / grounding failure,True,False,0.6666666666666666,exact miss,0.0,0.0,0.0,0.0,37,1,37,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,874,2,who co-wrote films with [Stuart Beattie],valid_json,True,hallucination / grounding failure,True,True,0.9444444444444444,exact miss,0.0,0.0,0.0,0.0,5,1,5,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,875,2,who are co-stars of [Edward Norton],valid_json,True,partial overlap: incomplete answer set + extra answers,True,False,1.0,partial: missing + extra,0.0,0.22580645161290322,0.23333333333333334,0.21875,25,23,32,34
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,876,2,who is listed as screenwriter of [Robert Carradine] starred movies,valid_json,True,reasoning / path selection failure,True,True,1.0,exact miss,0.0,0.0,0.0,0.0,1,1,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,877,2,which person directed the films acted by [Lysette Anthony],valid_json,True,hallucination / grounding failure,True,True,0.6666666666666666,partial: incomplete answer set,0.0,0.6666666666666666,1.0,0.5,1,0,2,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,878,2,what were the release years the films written by [Dian Fossey],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,879,2,what genres are the films directed by [Zach Clark] in,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,880,2,which films share the same director of [Downloaded],valid_json,True,hallucination / grounding failure,True,True,0.2727272727272727,partial: overgeneration,0.0,0.3636363636363636,0.2222222222222222,1.0,0,7,2,9
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,881,2,what languages are the movies acted by [Audrey Tautou] in,valid_json,True,"correct answer, unsupported evidence",True,True,0.2857142857142857,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,882,2,what are the genres of the movies written by [Jim Lee],valid_json,True,"correct answer, unsupported evidence",True,True,0.5,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,883,2,what genres are the movies acted by [James Van Der Beek] in,valid_json,True,hallucination / grounding failure,True,True,0.5,partial: overgeneration,0.0,0.5,0.3333333333333333,1.0,0,6,3,9
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,884,2,what were the release years of the movies acted by [Estelle Parsons],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,3,3
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,885,2,who is listed as director of [Jarrad Paul] written films,valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,1,1
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,886,2,who is listed as screenwriter of [Fred Allen] acted films,valid_json,True,hallucination / grounding failure,True,True,0.6666666666666666,partial: missing + extra,0.0,0.5,0.5,0.5,1,1,2,2
Qwen2.5-0.5B GraphRAG Hybrid,Hybrid 0.5B,0.5B,hybrid,887,2,what types are the films directed by [Robert D. Webb],valid_json,True,correct grounded answer,True,True,1.0,correct,1.0,1.0,1.0,1.0,0,0,2,2
